"R_KD","B_KD","R_SIG_STR.","B_SIG_STR.","R_TOTAL_STR.","B_TOTAL_STR.","R_SUB_ATT","B_SUB_ATT","R_CTRL","B_CTRL","R_HEAD","B_HEAD","R_BODY","B_BODY","R_DISTANCE","B_DISTANCE","win_by","Fight_type","Winner","R_height_cm","R_reach_in_cm","R_stance","R_age","B_height_cm","B_reach_in_cm","B_stance","B_age","R_fighter","B_fighter"
0,0,0.526881720430108,0.427631578947368,0.555555555555556,0.575221238938053,0,0,0.95,4.05,0.5,0.380165289256198,0.615384615384615,0.521739130434783,0.523255813953488,0.401459854014599,"Decision - Unanimous","Lightweight Bout","Diego Ferreira",175.26,177.8,"Southpaw",35,175.26,187.96,"Orthodox",39,"Olivier Aubin-Mercier","Diego Ferreira"
0,0,0.386792452830189,0.441176470588235,0.398148148148148,0.516129032258065,0,0,0.0166666666666667,2.2,0.246575342465753,0.313432835820896,0.68,0.619047619047619,0.36,0.416666666666667,"Decision - Unanimous","Bantamweight Bout","Jimmie Rivera",175.26,180.34,"Southpaw",43,162.56,172.72,"Orthodox",34,"Iuri Alcantara","Jimmie Rivera"
0,0,0.846153846153846,0,0.866666666666667,0,0,0,1.21666666666667,0,0.846153846153846,0,0,0,0,0,"KO/TKO","Light Heavyweight Bout","Anthony Johnson",187.96,198.12,"Orthodox",40,187.96,187.96,"Orthodox",40,"Anthony Johnson","Ryan Bader"
0,0,0.4,0.541666666666667,0.482142857142857,0.712765957446808,0,1,1.4,3.25,0.305555555555556,0.575,0.833333333333333,0.333333333333333,0.324324324324324,0.291666666666667,"Submission","Welterweight Bout","Bryan Barberena",182.88,180.34,"Orthodox",28,182.88,182.88,"Southpaw",34,"Sage Northcutt","Bryan Barberena"
0,0,0.346153846153846,0.384,0.421052631578947,0.516129032258065,0,0,0.25,6.85,0.279279279279279,0.324324324324324,0.764705882352941,1,0.290909090909091,0.291666666666667,"Decision - Unanimous","Flyweight Bout","Wilson Reis",165.1,165.1,"Orthodox",35,162.56,165.1,"Southpaw",39,"Dustin Ortiz","Wilson Reis"
0,1,0.636363636363636,0.833333333333333,0.703703703703704,0.85,0,0,1.7,0,0.166666666666667,0.714285714285714,1,0.833333333333333,0.578947368421053,0.8,"KO/TKO","Welterweight Bout","Alexander Yakovlev",182.88,185.42,"Orthodox",43,190.5,187.96,"Southpaw",39,"George Sullivan","Alexander Yakovlev"
0,0,0.474226804123711,0.444444444444444,0.495049504950495,0.5,0,1,2.86666666666667,3.48333333333333,0.258064516129032,0.369047619047619,0.636363636363636,0.833333333333333,0.430379746835443,0.298701298701299,"Decision - Unanimous","Welterweight Bout","Randy Brown",193.04,193.04,"Orthodox",34,190.5,198.12,"Orthodox",33,"Matt Dwyer","Randy Brown"
0,0,0.513888888888889,0.333333333333333,0.522875816993464,0.345454545454545,0,0,1.78333333333333,0.0833333333333333,0.423913043478261,0.207317073170732,0.588235294117647,0.6,0.471544715447154,0.326923076923077,"Decision - Unanimous","Featherweight Bout","Alex Caceres",177.8,185.42,"Southpaw",35,177.8,177.8,"Orthodox",37,"Alex Caceres","Masio Fullen"
0,0,0.425531914893617,0.58,0.435374149659864,0.591194968553459,1,0,4.01666666666667,0.316666666666667,0.416666666666667,0.382716049382716,0.571428571428571,0.756756756756757,0.404580152671756,0.566176470588235,"Submission","Lightweight Bout","Anthony Rocco Martin",182.88,185.42,"Orthodox",34,175.26,175.26,"Orthodox",39,"Anthony Rocco Martin","Felipe Olivieri"
0,1,0.421875,0.573170731707317,0.463768115942029,0.615384615384615,0,0,0.133333333333333,0.25,0.32,0.492063492063492,0.714285714285714,0.7,0.418181818181818,0.482758620689655,"KO/TKO","Light Heavyweight Bout","Ed Herman",182.88,187.96,"Orthodox",43,185.42,195.58,"Orthodox",43,"Tim Boetsch","Ed Herman"
0,0,0.384615384615385,0.2,0.689655172413793,0.333333333333333,1,0,4.26666666666667,0,0.333333333333333,0.2,0,0,0.333333333333333,0,"Submission","Lightweight Bout","Chris Wade",177.8,177.8,"Orthodox",36,185.42,185.42,"Orthodox",39,"Chris Wade","Mehdi Baghdad"
1,0,0.666666666666667,0.407407407407407,0.723684210526316,0.733333333333333,1,0,1.5,1.56666666666667,0.704545454545455,0.222222222222222,0.444444444444444,0.777777777777778,0.5,0.304347826086957,"KO/TKO","Welterweight Bout","Patrick Cote",180.34,190.5,"Orthodox",44,187.96,195.58,"Orthodox",41,"Patrick Cote","Ben Saunders"
0,0,0.329411764705882,0.455357142857143,0.359550561797753,0.464912280701754,0,0,1.03333333333333,1.08333333333333,0.157894736842105,0.377777777777778,0.619047619047619,0.764705882352941,0.302631578947368,0.397727272727273,"Decision - Unanimous","Lightweight Bout","Francisco Trinaldo",172.72,175.26,"Orthodox",39,175.26,177.8,"Southpaw",45,"Ross Pearson","Francisco Trinaldo"
0,0,0.513761467889908,0.466666666666667,0.664634146341463,0.573643410852713,0,0,0,7.63333333333333,0.417721518987342,0.327868852459016,0.65,0.666666666666667,0.515463917525773,0.439024390243902,"Decision - Split","Lightweight Bout","Eddie Alvarez",177.8,182.88,"Orthodox",37,175.26,175.26,"Orthodox",40,"Anthony Pettis","Eddie Alvarez"
0,1,0.41025641025641,0.541666666666667,0.425,0.551020408163265,1,1,0.483333333333333,0.2,0.08,0.5,1,1,0.432432432432432,0.558139534883721,"Submission","Featherweight Bout","Luke Sanders",172.72,180.34,"Orthodox",40,167.64,170.18,"Southpaw",38,"Maximo Blanco","Luke Sanders"
0,1,0.447368421052632,0.442622950819672,0.491935483870968,0.451612903225806,0,0,2.76666666666667,0,0.402597402597403,0.291666666666667,0.545454545454545,1,0.319444444444444,0.446428571428571,"KO/TKO","Heavyweight Bout","Travis Browne",198.12,200.66,"Orthodox",41,190.5,208.28,"Switch",45,"Travis Browne","Matt Mitrione"
1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.0166666666666667,0,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0.333333333333333,"KO/TKO","Light Heavyweight Bout","Ilir Latifi",177.8,185.42,"Orthodox",41,185.42,187.96,"Orthodox",40,"Ilir Latifi","Sean O'Connell"
0,0,0.267156862745098,0.370860927152318,0.302325581395349,0.391025641025641,0,0,1.2,0.55,0.186588921282799,0.343971631205674,0.564102564102564,0.642857142857143,0.258883248730964,0.363945578231293,"Decision - Split","Bantamweight Bout","Dominick Cruz",167.64,170.18,"Orthodox",38,172.72,172.72,"Orthodox",39,"TJ Dillashaw","Dominick Cruz"
0,0,0.6,0.316666666666667,0.681818181818182,0.439189189189189,0,0,3.23333333333333,0,0.492753623188406,0.22,0.875,0.875,0.590361445783133,0.252525252525253,"Decision - Unanimous","Light Heavyweight Bout","Francimar Barroso",185.42,190.5,"Orthodox",44,182.88,182.88,"Orthodox",37,"Francimar Barroso","Elvis Mutapcic"
0,1,0.396551724137931,0.403100775193798,0.40084388185654,0.407692307692308,0,0,1.05,0.733333333333333,0.315789473684211,0.339449541284404,0.5,0.5,0.386666666666667,0.396551724137931,"Decision - Unanimous","Featherweight Bout","Charles Rosa",175.26,175.26,"Switch",37,170.18,177.8,"Orthodox",37,"Charles Rosa","Kyle Bochniak"
0,0,0.528735632183908,0.551724137931034,0.627272727272727,0.658536585365854,3,0,6.2,2.95,0.470588235294118,0.461538461538462,0.666666666666667,0.733333333333333,0.297297297297297,0.536585365853659,"Submission","Lightweight Bout","Paul Felder",180.34,177.8,"Orthodox",39,172.72,182.88,"Switch",38,"Paul Felder","Daron Cruickshank"
0,0,0.445161290322581,0.391752577319588,0.445161290322581,0.391752577319588,0,0,0.233333333333333,0.283333333333333,0.142857142857143,0.311377245508982,0.833333333333333,0.863636363636364,0.450331125827815,0.385869565217391,"Decision - Split","Welterweight Bout","Albert Tumenov",180.34,182.88,"Orthodox",37,180.34,185.42,"Orthodox",32,"Lorenz Larkin","Albert Tumenov"
1,0,0.519774011299435,0.355555555555556,0.52247191011236,0.356136820925553,0,0,0.7,0.166666666666667,0.491017964071856,0.258064516129032,1,0.594936708860759,0.496732026143791,0.333333333333333,"Decision - Split","Welterweight Bout","Robbie Lawler",180.34,187.96,"Southpaw",42,187.96,190.5,"Orthodox",39,"Robbie Lawler","Carlos Condit"
0,0,0.363636363636364,0.416666666666667,0.363636363636364,0.416666666666667,1,0,0.283333333333333,0.2,0.25,0.416666666666667,0.666666666666667,0,0.3,0.416666666666667,"Submission","Lightweight Bout","Abel Trujillo",172.72,177.8,"Orthodox",40,180.34,177.8,"Southpaw",38,"Abel Trujillo","Tony Sims"
1,0,0.733333333333333,0.583333333333333,0.733333333333333,0.583333333333333,0,0,0.0333333333333333,0,0.733333333333333,0.666666666666667,0,0,0.625,0.545454545454545,"KO/TKO","Heavyweight Bout","Stipe Miocic",193.04,203.2,"Orthodox",41,190.5,195.58,"Orthodox",45,"Stipe Miocic","Andrei Arlovski"
0,0,0.518518518518518,0.263636363636364,0.525862068965517,0.289473684210526,0,2,0.333333333333333,1.71666666666667,0.436781609195402,0.197802197802198,0.909090909090909,0.578947368421053,0.515151515151515,0.256880733944954,"Submission","Featherweight Bout","Brian Ortega",170.18,162.56,"Orthodox",36,172.72,175.26,"Switch",33,"Diego Brandao","Brian Ortega"
0,0,0.440298507462687,0.344,0.509677419354839,0.487951807228916,0,1,3.16666666666667,1.1,0.307692307692308,0.309090909090909,0.588235294117647,0.666666666666667,0.415094339622642,0.321100917431193,"Decision - Split","Welterweight Bout","Alex Morono",185.42,193.04,"Southpaw",44,180.34,182.88,"Orthodox",33,"Kyle Noke","Alex Morono"
0,0,0.525547445255474,0.37,0.57516339869281,0.48780487804878,0,1,9.38333333333333,0.133333333333333,0.479338842975207,0.315217391304348,0.875,1,0.428571428571429,0.317647058823529,"Decision - Unanimous","Lightweight Bout","Dustin Poirier",175.26,182.88,"Southpaw",35,177.8,185.42,"Orthodox",36,"Dustin Poirier","Joe Duffy"
0,0,0.550724637681159,0.409090909090909,0.68695652173913,0.529411764705882,0,0,3.98333333333333,5.25,0.532258064516129,0.371794871794872,0.714285714285714,0.666666666666667,0.425,0.360655737704918,"Decision - Unanimous","Lightweight Bout","Drew Dober",175.26,175.26,"Orthodox",40,172.72,177.8,"Southpaw",35,"Scott Holtzman","Drew Dober"
0,0,0.63963963963964,0.3,0.710144927536232,0.336633663366337,4,0,0.233333333333333,5.1,0.613636363636364,0.258426966292135,0.666666666666667,0.857142857142857,0.632075471698113,0.270114942528736,"Decision - Split","Bantamweight Bout","Michinori Tanaka",167.64,165.1,"Orthodox",37,165.1,170.18,"Orthodox",33,"Joe Soto","Michinori Tanaka"
0,0,0.417721518987342,0.333333333333333,0.521739130434783,0.333333333333333,0,0,2.45,0,0.428571428571429,0.333333333333333,0,0,0,0.333333333333333,"KO/TKO","Welterweight Bout","Sheldon Westcott",185.42,180.34,"Southpaw",39,177.8,180.34,"Orthodox",40,"Sheldon Westcott","Edgar Garcia"
0,0,0.3421926910299,0.51,0.343234323432343,0.516447368421053,0,0,0.316666666666667,0,0.237837837837838,0.494505494505495,0.405797101449275,0.538461538461538,0.343333333333333,0.501694915254237,"Decision - Unanimous","Lightweight Bout","Nate Diaz",177.8,185.42,"Southpaw",37,182.88,193.04,"Southpaw",38,"Michael Johnson","Nate Diaz"
0,0,0.5,0.3125,0.625,0.3125,1,0,0.183333333333333,1.61666666666667,0,0.214285714285714,0.75,1,0.5,0.3125,"Submission","Featherweight Bout","Charles Oliveira",177.8,187.96,"Orthodox",34,177.8,185.42,"Orthodox",35,"Charles Oliveira","Myles Jury"
0,0,0.590909090909091,0.571428571428571,0.590909090909091,0.571428571428571,0,0,0.15,0,0.538461538461538,0.4,1,1,0.612903225806452,0.571428571428571,"KO/TKO","Lightweight Bout","Rafael Dos Anjos",172.72,177.8,"Southpaw",39,185.42,185.42,"Orthodox",41,"Rafael Dos Anjos","Donald Cerrone"
0,1,0.428571428571429,0.592592592592593,0.428571428571429,0.592592592592593,0,0,0.05,0.0666666666666667,0.375,0.333333333333333,0.5,0.777777777777778,0.375,0.56,"KO/TKO","Middleweight Bout","Nate Marquardt",187.96,193.04,"Orthodox",40,182.88,187.96,"Orthodox",44,"CB Dollaway","Nate Marquardt"
0,1,0.478260869565217,0.744186046511628,0.478260869565217,0.744186046511628,0,0,0,0.05,0.413793103448276,0.647058823529412,0.583333333333333,0.7,0.478260869565217,0.717948717948718,"KO/TKO","Heavyweight Bout","Alistair Overeem",193.04,195.58,"Orthodox",40,193.04,203.2,"Orthodox",43,"Junior Dos Santos","Alistair Overeem"
0,0,0.526315789473684,0.735849056603774,0.757142857142857,0.824742268041237,0,1,6.33333333333333,7.3,0.4,0.73469387755102,1,0.75,0.142857142857143,0.666666666666667,"Submission","Middleweight Bout","Tamdan McCrory",190.5,200.66,"Orthodox",36,193.04,193.04,"Switch",37,"Josh Samman","Tamdan McCrory"
0,0,0.6,0.456140350877193,0.773006134969325,0.537313432835821,0,0,10.8333333333333,0.666666666666667,0.509090909090909,0.361702127659574,0.8,0.857142857142857,0.366666666666667,0.361702127659574,"Decision - Unanimous","Welterweight Bout","Kamaru Usman",182.88,193.04,"Switch",36,187.96,187.96,"Southpaw",32,"Kamaru Usman","Leon Edwards"
0,0,0.446969696969697,0.459677419354839,0.486486486486487,0.47244094488189,2,0,1.56666666666667,3.56666666666667,0.376237623762376,0.419642857142857,0.64,0.8,0.434782608695652,0.443478260869565,"Decision - Split","Lightweight Bout","Nik Lentz",172.72,172.72,"Orthodox",39,175.26,180.34,"Orthodox",44,"Nik Lentz","Danny Castillo"
1,0,0.555555555555556,0.5,0.645161290322581,0.825,0,0,0.0166666666666667,4.81666666666667,0.5,0.5,1,0,0.5,0.555555555555556,"KO/TKO","Heavyweight Bout","Francis Ngannou",193.04,210.82,"Orthodox",37,187.96,187.96,"Orthodox",30,"Francis Ngannou","Luis Henrique"
0,0,0.535714285714286,0.461538461538462,0.535714285714286,0.461538461538462,0,1,0,0.35,0.428571428571429,0.3,1,1,0.535714285714286,0.461538461538462,"Submission","Welterweight Bout","Vicente Luque",177.8,177.8,"",37,180.34,190.5,"Orthodox",32,"Hayder Hassan","Vicente Luque"
0,1,0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0,0,0,0.0333333333333333,0.333333333333333,1,0,0,0.333333333333333,0.75,"KO/TKO","Featherweight Bout","Conor McGregor",170.18,177.8,"Orthodox",37,175.26,187.96,"Southpaw",35,"Jose Aldo","Conor McGregor"
0,1,0.576923076923077,0.5,0.626865671641791,0.538461538461538,0,0,2.55,1.96666666666667,0.457142857142857,0.4625,0.785714285714286,0.833333333333333,0.5,0.48,"Decision - Split","Middleweight Bout","Yoel Romero",185.42,182.88,"Orthodox",44,182.88,185.42,"Southpaw",46,"Jacare Souza","Yoel Romero"
0,0,0.810344827586207,0.5,0.842794759825327,0.7,1,0,10.9666666666667,2.23333333333333,0.803571428571429,0.5,1,0,0.75,0.5,"Decision - Unanimous","Welterweight Bout","Demian Maia",185.42,182.88,"Southpaw",46,180.34,182.88,"Switch",35,"Demian Maia","Gunnar Nelson"
0,0,0.5,1,0.5,1,1,0,0,1.05,0,1,1,0,0.666666666666667,0,"Submission","Welterweight Bout","Warlley Alves",180.34,182.88,"Orthodox",33,180.34,182.88,"Orthodox",36,"Warlley Alves","Colby Covington"
1,0,0.666666666666667,0.217391304347826,0.666666666666667,0.217391304347826,0,0,0.5,0,0.578947368421053,0.125,1,0.833333333333333,0.6,0.217391304347826,"KO/TKO","Lightweight Bout","Leonardo Santos",182.88,190.5,"Orthodox",44,175.26,195.58,"Orthodox",31,"Leonardo Santos","Kevin Lee"
0,0,0.575757575757576,0.494736842105263,0.647540983606557,0.545454545454545,0,0,3.45,2.15,0.519480519480519,0.218181818181818,0.705882352941177,0.785714285714286,0.518518518518518,0.529411764705882,"Decision - Unanimous","Featherweight Bout","Max Holloway",180.34,175.26,"Orthodox",32,175.26,180.34,"Orthodox",37,"Max Holloway","Jeremy Stephens"
0,0,0.64,0.659685863874346,0.673913043478261,0.703056768558952,0,1,4.45,5.53333333333333,0.490196078431373,0.611464968152866,0.947368421052632,0.818181818181818,0.597014925373134,0.530120481927711,"KO/TKO","Middleweight Bout","Luke Rockhold",187.96,198.12,"Orthodox",39,190.5,195.58,"Southpaw",39,"Chris Weidman","Luke Rockhold"
0,1,0.581632653061224,0.298507462686567,0.581632653061224,0.298507462686567,0,0,0,0.233333333333333,0.383838383838384,0.220264317180617,0.738461538461539,0.636363636363636,0.582474226804124,0.293233082706767,"Decision - Split","Lightweight Bout","Yancy Medeiros",172.72,172.72,"Orthodox",38,177.8,190.5,"Orthodox",36,"John Makdessi","Yancy Medeiros"
0,0,0.675675675675676,0.485294117647059,0.689655172413793,0.503496503496504,0,0,1.9,2.01666666666667,0.609195402298851,0.325842696629214,0.909090909090909,0.714285714285714,0.548387096774194,0.46,"Decision - Unanimous","Bantamweight Bout","Urijah Faber",167.64,170.18,"Orthodox",44,167.64,167.64,"Orthodox",43,"Urijah Faber","Frankie Saenz"
0,1,0.692307692307692,0.666666666666667,0.692307692307692,0.709677419354839,0,0,0,0.1,0.428571428571429,0.590909090909091,1,1,0.666666666666667,0.5,"KO/TKO","Lightweight Bout","Magomed Mustafaev",177.8,182.88,"Orthodox",38,172.72,180.34,"Orthodox",35,"Joe Proctor","Magomed Mustafaev"
0,0,0.585858585858586,0.479166666666667,0.718918918918919,0.528301886792453,0,1,7.08333333333333,0.0833333333333333,0.417910447761194,0.333333333333333,0.846153846153846,0.9,0.506849315068493,0.479166666666667,"Decision - Unanimous","Welterweight Bout","Court McGee",180.34,190.5,"Orthodox",39,182.88,190.5,"Southpaw",34,"Court McGee","Marcio Alexandre Junior"
0,0,0.736842105263158,0.666666666666667,0.858407079646018,0.721311475409836,0,1,13.5833333333333,0,0.714285714285714,0.682926829268293,1,0,0.5,0.4,"Decision - Unanimous","Featherweight Bout","Tatsuya Kawajiri",170.18,175.26,"Orthodox",45,177.8,180.34,"Orthodox",31,"Tatsuya Kawajiri","Jason Knight"
0,0,0.181818181818182,0.560975609756098,0.5,0.840796019900497,0,1,5.08333333333333,7.41666666666667,0.1,0.6,0,0.125,0.1,0.375,"Decision - Unanimous","Lightweight Bout","Ryan Hall",175.26,165.1,"Southpaw",37,177.8,177.8,"Southpaw",39,"Artem Lobov","Ryan Hall"
0,0,0.444444444444444,0.294117647058824,0.527272727272727,0.430769230769231,0,0,3,0.166666666666667,0.342857142857143,0.25,0.8,1,0.392857142857143,0.270833333333333,"Decision - Unanimous","Heavyweight Bout","Gabriel Gonzaga",187.96,193.04,"Orthodox",44,180.34,180.34,"Orthodox",41,"Gabriel Gonzaga","Konstantin Erokhin"
0,0,0.371681415929204,0.436426116838488,0.382608695652174,0.462264150943396,0,0,0.25,1.83333333333333,0.352380952380952,0.380952380952381,0.5,0.724137931034483,0.33,0.405857740585774,"Decision - Unanimous","Lightweight Bout","Evan Dunham",177.8,180.34,"Orthodox",39,177.8,177.8,"Southpaw",42,"Joe Lauzon","Evan Dunham"
0,0,0.482352941176471,0.525862068965517,0.494505494505495,0.543307086614173,0,1,1.95,0.35,0.377358490566038,0.442105263157895,0.633333333333333,0.909090909090909,0.4625,0.454545454545455,"Submission","Lightweight Bout","Tony Ferguson",180.34,190.5,"Orthodox",38,180.34,193.04,"Orthodox",40,"Edson Barboza","Tony Ferguson"
1,0,0.40625,0.294117647058824,0.40625,0.294117647058824,0,0,0.0166666666666667,0,0.36,0.0769230769230769,0.5,0,0.366666666666667,0.294117647058824,"KO/TKO","Featherweight Bout","Frankie Edgar",167.64,172.72,"Orthodox",42,167.64,167.64,"Orthodox",38,"Frankie Edgar","Chad Mendes"
0,0,0.343915343915344,0.330708661417323,0.386138613861386,0.338461538461538,0,0,0,2.48333333333333,0.253424657534247,0.275229357798165,0.605263157894737,0.538461538461538,0.323863636363636,0.308411214953271,"Decision - Unanimous","Welterweight Bout","Ryan LaFlare",185.42,187.96,"Southpaw",40,172.72,180.34,"Orthodox",43,"Ryan LaFlare","Mike Pierce"
0,0,0.564814814814815,0.436974789915966,0.672955974842767,0.607843137254902,2,0,4.65,4.65,0.436619718309859,0.393939393939394,0.823529411764706,0.8,0.493150684931507,0.369565217391304,"Decision - Split","Lightweight Bout","Julian Erosa",185.42,187.96,"Southpaw",34,175.26,175.26,"",37,"Julian Erosa","Marcin Wrzosek"
0,0,0.565934065934066,0.497354497354497,0.622119815668203,0.510309278350515,0,0,0.5,2.85,0.378378378378378,0.384615384615385,0.733333333333333,0.825,0.543624161073825,0.469135802469136,"Decision - Unanimous","Lightweight Bout","Chris Gruetzemacher",172.72,172.72,"Orthodox",37,180.34,180.34,"",37,"Chris Gruetzemacher","Abner Lloveras"
0,1,0.357142857142857,0.338983050847458,0.357142857142857,0.35,0,0,0,0.133333333333333,0.25,0.306306306306306,0.75,0.75,0.340136054421769,0.308411214953271,"KO/TKO","Flyweight Bout","Geane Herrera",167.64,172.72,"Orthodox",32,165.1,167.64,"Orthodox",33,"Joby Sanchez","Geane Herrera"
0,0,0.466666666666667,0.433333333333333,0.612903225806452,0.6,1,1,2.45,4.21666666666667,0.416666666666667,0.392857142857143,1,1,0.466666666666667,0.2,"Submission","Lightweight Bout","Michael Chiesa",172.72,180.34,"Southpaw",40,185.42,190.5,"Southpaw",36,"Jim Miller","Michael Chiesa"
0,0,0.888888888888889,0.625,0.904761904761905,0.909090909090909,1,0,1.93333333333333,3.26666666666667,0.857142857142857,0.625,1,0,0.666666666666667,0.333333333333333,"Submission","Lightweight Bout","Sage Northcutt",182.88,180.34,"Orthodox",28,177.8,185.42,"Orthodox",33,"Sage Northcutt","Cody Pfister"
0,0,0.377049180327869,0.166666666666667,0.544444444444444,0.259259259259259,1,0,3.48333333333333,0.0166666666666667,0.35,0,0.428571428571429,0,0.256410256410256,0.166666666666667,"Submission","Bantamweight Bout","Aljamain Sterling",170.18,180.34,"Orthodox",34,170.18,180.34,"Orthodox",45,"Aljamain Sterling","Johnny Eduardo"
1,1,0.299145299145299,0.304347826086957,0.316666666666667,0.314285714285714,0,0,0.85,0.0333333333333333,0.195402298850575,0.298245614035088,0.666666666666667,0.222222222222222,0.268518518518519,0.287878787878788,"KO/TKO","Welterweight Bout","Sergio Moraes",182.88,185.42,"Orthodox",36,182.88,182.88,"Orthodox",41,"Omari Akhmedov","Sergio Moraes"
1,0,0.528571428571429,0.37037037037037,0.565789473684211,0.392857142857143,0,0,0.0666666666666667,1,0.448979591836735,0.256410256410256,0.647058823529412,0.5,0.522388059701492,0.340425531914894,"KO/TKO","Welterweight Bout","Tim Means",187.96,190.5,"Orthodox",40,170.18,182.88,"Orthodox",41,"Tim Means","John Howard"
0,0,0.315789473684211,0.407407407407407,0.380952380952381,0.466666666666667,1,0,0,0.716666666666667,0.230769230769231,0.416666666666667,0.333333333333333,0,0.294117647058824,0.36,"Submission","Welterweight Bout","Danny Roberts",185.42,187.96,"Southpaw",36,177.8,175.26,"Southpaw",45,"Danny Roberts","Nathan Coy"
0,0,0.297872340425532,0.641975308641975,0.363636363636364,0.741071428571429,0,0,6.81666666666667,0.883333333333333,0.0612244897959184,0.522727272727273,0.620689655172414,0.818181818181818,0.264367816091954,0.465116279069767,"Decision - Unanimous","Middleweight Bout","Thiago Santos",185.42,190.5,"Orthodox",35,187.96,193.04,"Orthodox",40,"Elias Theodorou","Thiago Santos"
1,0,0.623376623376623,0.411764705882353,0.628205128205128,0.4,0,0,0.216666666666667,0.266666666666667,0.555555555555556,0.217391304347826,0.857142857142857,0.8,0.616438356164384,0.411764705882353,"KO/TKO","Welterweight Bout","Santiago Ponzinibbio",182.88,185.42,"Orthodox",37,180.34,180.34,"Orthodox",35,"Santiago Ponzinibbio","Andreas Stahl"
0,0,0.253012048192771,0.25974025974026,0.267441860465116,0.256410256410256,0,0,0.633333333333333,0.35,0.214285714285714,0.12,0.333333333333333,0.52,0.213333333333333,0.256756756756757,"Decision - Split","Featherweight Bout","Zubaira Tukhugov",172.72,172.72,"Orthodox",33,175.26,182.88,"Orthodox",40,"Zubaira Tukhugov","Phillipe Nover"
0,1,0.549295774647887,0.450980392156863,0.56441717791411,0.466666666666667,0,0,1.38333333333333,0.616666666666667,0.481818181818182,0.368,0.666666666666667,0.714285714285714,0.511627906976744,0.430769230769231,"Decision - Split","Welterweight Bout","Alberto Mina",177.8,190.5,"Orthodox",48,182.88,195.58,"Orthodox",41,"Yoshihiro Akiyama","Alberto Mina"
0,0,0.75,0,0.957894736842105,0,0,0,2,0.883333333333333,0.714285714285714,0,1,0,0,0,"KO/TKO","Welterweight Bout","Dong Hyun Kim",187.96,193.04,"Southpaw",42,185.42,200.66,"Orthodox",35,"Dong Hyun Kim","Dominic Waters"
0,0,0.589041095890411,0.493589743589744,0.686567164179104,0.702265372168285,0,1,6.86666666666667,3.81666666666667,0.482758620689655,0.339285714285714,0.705882352941177,0.897435897435897,0.525862068965517,0.425,"Decision - Split","Welterweight Bout","Benson Henderson",175.26,177.8,"Southpaw",40,180.34,187.96,"Orthodox",39,"Benson Henderson","Jorge Masvidal"
1,0,0.692307692307692,0.421052631578947,0.692307692307692,0.421052631578947,0,0,0.116666666666667,0,0.68,0.375,1,0,0.65,0.421052631578947,"KO/TKO","Featherweight Bout","Dooho Choi",177.8,177.8,"Orthodox",33,172.72,170.18,"Orthodox",38,"Dooho Choi","Sam Sicilia"
1,0,0.495412844036697,0.340659340659341,0.548387096774194,0.54014598540146,2,1,0.416666666666667,6.4,0.480769230769231,0.320512820512821,0.75,0.444444444444444,0.471264367816092,0.317647058823529,"Decision - Split","Lightweight Bout","Tae Hyun Bang",175.26,180.34,"Switch",41,177.8,177.8,"Orthodox",40,"Tae Hyun Bang","Leo Kuntz"
0,0,0.441666666666667,0.494736842105263,0.580838323353293,0.664596273291925,0,0,5.11666666666667,3.95,0.345238095238095,0.44047619047619,0.666666666666667,0.888888888888889,0.304878048780488,0.402985074626866,"Decision - Split","Featherweight Bout","Mike de la Torre",175.26,175.26,"Orthodox",42,180.34,180.34,"Orthodox",37,"Yui Chul Nam","Mike de la Torre"
0,1,0.69047619047619,0.536585365853659,0.710526315789474,0.604166666666667,0,0,1.95,1.78333333333333,0.638888888888889,0.363636363636364,1,0.692307692307692,0.681818181818182,0.526315789473684,"KO/TKO","Middleweight Bout","Dongi Yang",177.8,185.42,"Southpaw",39,190.5,198.12,"Orthodox",35,"Dongi Yang","Jake Collier"
0,0,0.377049180327869,0.333333333333333,0.603603603603604,0.407407407407407,0,0,3.81666666666667,0.0333333333333333,0.255813953488372,0.2,0.625,0.631578947368421,0.28,0.25,"Decision - Split","Bantamweight Bout","Marco Beltran",162.56,162.56,"Southpaw",42,172.72,175.26,"Orthodox",37,"Guangyou Ning","Marco Beltran"
1,0,0.590163934426229,0.452380952380952,0.736842105263158,0.658227848101266,0,0,6.2,1.26666666666667,0.603448275862069,0.307692307692308,0.333333333333333,0.666666666666667,0.352941176470588,0.416666666666667,"KO/TKO","Welterweight Bout","Dominique Steele",177.8,187.96,"Orthodox",36,180.34,177.8,"Orthodox",35,"Dominique Steele","Dong Hyun Ma"
0,0,0.166666666666667,0.6,0.166666666666667,0.636363636363636,0,0,0.0333333333333333,0.0666666666666667,0.2,0.5,0,0,0,0.666666666666667,"KO/TKO","Flyweight Bout","Fredy Serrano",165.1,162.56,"Orthodox",33,160.02,165.1,"Orthodox",44,"Yao Zhikui","Fredy Serrano"
